Date,Close,High,Low,Open,Volume
3/25/2020,26.19000053,28.45000076,25.30999947,26.18000031,52473900
3/26/2020,28.12000084,28.44000053,25.78000069,26.60000038,41336400
3/27/2020,27.28000069,28.03000069,25.06999969,25.81999969,40292200
3/30/2020,27.82999992,28.38999939,25.30999947,26.32999992,37725700
3/31/2020,27.92000008,28.25,26.92000008,27.75,43126400
4/1/2020,25.42000008,26.7670002,24.80999947,26.5,38538400
4/2/2020,23.68000031,25.20000076,23,25.01000023,35838200
4/3/2020,22.81999969,23.79000092,21.67000008,23.72999954,40572000
4/6/2020,25.98999977,26.09000015,23.93000031,24.12999916,34692600
4/7/2020,25.73999977,28.11000061,25.5,27.95000076,36433800
4/8/2020,26.94000053,27.87800026,25.79000092,26,36166900
4/9/2020,27.11000061,28.88999939,26.45999908,27.87999916,36190200
4/13/2020,27.98999977,28.07999992,26.46999931,27.04000092,24671600
4/14/2020,27.75,28.77000046,27.01300049,28,32625300
4/15/2020,27.40999985,27.79000092,26.44000053,26.81999969,18720900
4/16/2020,27.03000069,28.04999924,26.45999908,27.20999908,24088700
4/17/2020,28,28.79000092,27.26000023,28.69000053,34129800
4/20/2020,28.19000053,28.76000023,26.89999962,27.06999969,32224000
4/21/2020,27.19000053,28.14999962,26.60000038,27.5,20969100
4/22/2020,28.23999977,28.55999947,27.51000023,27.96999931,21199400
4/23/2020,28.32999992,29.25,28.24099922,28.75,26992400
4/24/2020,29.48999977,29.59000015,28.13999939,28.51000023,20634900
4/27/2020,30.07999992,30.48999977,29.4109993,29.73999977,31705800
4/28/2020,30.12000084,31.82999992,29.36000061,31,27383200
4/29/2020,31.37000084,32,30.32999992,31,28288100
4/30/2020,30.27000046,31.04999924,29.75,30.5,20095400
5/1/2020,28.38999939,29.71999931,28.32500076,29.12999916,19290200
5/4/2020,27.42000008,28.06999969,26.57999992,27.55999947,23428300
5/5/2020,28.06999969,28.9090004,27.44000053,28.25,30725400
5/6/2020,27.81999969,28.05999947,26.80999947,27.5,31076500
5/7/2020,30.93000031,31.64999962,29.57999992,29.60000038,62229500
5/8/2020,32.79000092,33.29999924,31.63999939,32.59000015,69458100
5/11/2020,31.63999939,32.38499832,31.40999985,31.97999954,26439200
5/12/2020,32.40000153,34.45000076,30.40999985,31.42000008,89586000
5/13/2020,33.02000046,33.06000137,30.82999992,32.29999924,47279500
5/14/2020,32.79000092,33.04000092,31.23999977,32.52999878,32912600
5/15/2020,32.47000122,32.88999939,31.59000015,32.25999832,25950000
5/18/2020,33.61999893,36,32.99000168,33.70000076,47534600
5/19/2020,33.40000153,34,32.86000061,33.68000031,20223600
5/20/2020,34.47999954,34.77000046,33.81999969,34.11999893,21386700
5/21/2020,34.25999832,35.00999832,33.47000122,34.45000076,24075300
5/22/2020,34.83000183,34.93000031,33.56999969,34.15000153,18675700
5/26/2020,34.56000137,36,34.5,35.97000122,23483200
5/27/2020,34.88000107,35,33.09999847,34.41999817,27514600
5/28/2020,34.15000153,35.09999847,33.81999969,34.90000153,21951900
5/29/2020,36.31999969,36.45000076,34,34.18000031,72393800
6/1/2020,35.81999969,36.38999939,35.15999985,35.63999939,21893800
6/2/2020,35.81000137,36.41999817,35.25999832,36.15999985,19328400
6/3/2020,36.75,37.36800003,36.13999939,36.20000076,23051800
6/4/2020,36.43000031,37.29999924,36.27999878,36.41999817,17423600
6/5/2020,37.20999908,38.78300095,36.91999817,37.52999878,30393400
6/8/2020,37.08000183,37.90000153,36.09000015,37.86999893,30099500
6/9/2020,36.59000015,37.33000183,36.25,36.70000076,15127300
6/10/2020,34.83000183,36.79999924,34.26499939,36.68999863,43473700
6/11/2020,31.10000038,33.24499893,30.88999939,32.63000107,45298700
6/12/2020,32.24000168,32.74000168,31.04000092,32.72999954,27685200
6/15/2020,32.66999817,32.68000031,31.02000046,31.15999985,21350300
6/16/2020,33.49000168,34.16999817,32.43000031,34,21377100
6/17/2020,33.29000092,33.59500122,33.01100159,33.5,14827700
6/18/2020,33.40000153,33.43999863,32.79999924,33,15495800
6/19/2020,32.29999924,34.02000046,32.27000046,33.97999954,29426300
6/22/2020,32.68000031,32.84999847,31.43000031,32.43000031,17790300
6/23/2020,33.04999924,33.20999908,32.59000015,32.88000107,13622100
6/24/2020,30.45999908,32.93000031,30.45499992,32.75,29477200
6/25/2020,30.57999992,30.85499954,29.55999947,30,19142800
6/26/2020,29.61000061,30.44000053,29.20999908,30.44000053,46482300
6/29/2020,29.62999916,29.75,28.38999939,29.51000023,20795400
6/30/2020,31.07999992,31.25,30.12999916,30.82999992,21282800
7/1/2020,30.43000031,31.26499939,30.16200066,30.95999908,13611500
7/2/2020,30.68000031,31.56999969,30.51000023,31.02000046,14981100
7/6/2020,32.52000046,33.20000076,31.76000023,33.09999847,42392200
7/7/2020,32.81999969,33.56000137,32.38999939,32.45999908,34874700
7/8/2020,33.93000031,33.97000122,32.68000031,33.20999908,24602400
7/9/2020,33.15000153,34.45999908,32.25999832,34.24000168,25061800
7/10/2020,33.13999939,33.54999924,32.65000153,33.13999939,13586300
7/13/2020,31.71999931,33.59999847,31.65999985,33.20999908,19604800
7/14/2020,30.93000031,31.37999916,30.47999954,31.35000038,21781800
7/15/2020,32.81000137,32.97000122,31.68000031,32.09999847,20976500
7/16/2020,32.34999847,32.59000015,31.54999924,32.04999924,11090800
7/17/2020,32.54999924,32.81600189,31.85000038,32.58000183,13658700
7/20/2020,33.65999985,33.92499924,32.34999847,32.47999954,16213600
7/21/2020,32.54999924,34.22999954,32.52999878,34.15999985,16725100
7/22/2020,32.65999985,32.88000107,32.33000183,32.43999863,12128400
7/23/2020,32.16999817,33.02000046,31.9829998,32.33000183,12749800
7/24/2020,31.18000031,31.79999924,30.46999931,31.73999977,16896100
7/27/2020,30.98999977,31.60000038,30.75,31.20999908,10182300
7/28/2020,30.80999947,31.23999977,30.35000038,30.79000092,12977100
7/29/2020,31.02000046,31.26000023,30.77000046,30.92000008,8215900
7/30/2020,30.23999977,30.68000031,29.96999931,30.64999962,13062900
7/31/2020,30.26000023,30.42000008,29.78499985,30.39999962,16346800
8/3/2020,31.19000053,31.29500008,30.05999947,30.23999977,17078900
8/4/2020,32.68000031,32.84500122,31.17000008,31.17000008,21958100
8/5/2020,33.20000076,33.31999969,32.5,33.09999847,16987800
8/6/2020,34.70999908,34.79499817,33.20999908,33.27000046,38601500
8/7/2020,32.90000153,33.70000076,32.45000076,33.09000015,39071200
8/10/2020,32.27000046,33.18000031,31.51000023,33.04000092,21347600
8/11/2020,31.20999908,32.20999908,30.64999962,31.65999985,31569900
8/12/2020,30.84000015,32.22000122,30.69000053,31.45999908,23375900
8/13/2020,30.45999908,31.32999992,30.31999969,30.52000046,21976800
8/14/2020,29.98999977,30.48999977,29.81500053,30.39999962,17631600
8/17/2020,29.47999954,30.12000084,29.13999939,30.04999924,18544700
8/18/2020,30.07999992,30.45999908,29.40999985,29.5,29398200
8/19/2020,29.42000008,30.34900093,29.38999939,30.14999962,14050300
8/20/2020,31.40999985,31.70000076,28.47999954,29.12999916,56663300
8/21/2020,30.82999992,31.81999969,30.7140007,31.38999939,20217000
8/24/2020,31.04000092,31.29999924,30.37000084,30.96999931,17406200
8/25/2020,31.19000053,31.19000053,30.60000038,31.04000092,10056800
8/26/2020,32.29999924,32.70999908,30.95000076,31.01000023,20599800
8/27/2020,32.79999924,33.06999969,32.27000046,32.40000153,21306500
8/28/2020,33.79999924,33.93999863,32.81999969,33,17825600
8/31/2020,33.63000107,33.91999817,33.13999939,33.61999893,14980600
9/1/2020,34.29999924,34.50999832,33.14500046,33.45000076,16013900
9/2/2020,34.36999893,34.50500107,33.29000092,34.20999908,16552700
9/3/2020,33.40999985,34.74000168,32.95000076,34.08000183,17288800
9/4/2020,33.24000168,33.65000153,31.54999924,33.33000183,17480600
9/8/2020,34.31999969,35.09999847,32.15999985,32.36000061,33683500
9/9/2020,35.00999832,35.5,34.11000061,34.11000061,22803500
9/10/2020,35.97999954,36.77999878,35.18999863,35.20000076,35468300
9/11/2020,36.97999954,37.14500046,36.25400162,36.29999924,27130900
9/14/2020,37.95000076,38,37.08000183,37.09999847,28016000
9/15/2020,37.47000122,38.47999954,37.27000046,37.95000076,23532600
9/16/2020,37.65999985,38.52000046,37.38999939,37.38999939,21787100
9/17/2020,37.06000137,37.44499969,36.13999939,36.68000031,23534800
9/18/2020,37.11999893,37.56499863,36.38999939,37.15000153,68428600
9/21/2020,36.49000168,36.58000183,35.11999893,35.86000061,19100800
9/22/2020,34.40000153,36.54999924,34.09999847,36.52999878,28242800
9/23/2020,33.54999924,34.80500031,33.40000153,34.45000076,15796900
9/24/2020,33.34999847,34,32.88999939,33.65999985,16404100
9/25/2020,34.45999908,34.5,33.20000076,33.20000076,10736300
9/28/2020,35.56000137,36.625,35.25999832,35.79999924,22878400
9/29/2020,35.43000031,35.65000153,34.59500122,35.56000137,16488700
9/30/2020,36.47999954,36.5,35.27999878,35.27999878,21386300
10/1/2020,37.13999939,37.82799911,36.58000183,36.86000061,19187500
10/2/2020,37.72000122,37.99000168,35.93999863,36,20123400
10/5/2020,37.13999939,38,36.88000107,37.70000076,13093100
10/6/2020,36.25999832,37.36999893,36.04000092,37.16999817,13074700
10/7/2020,36.77999878,37.11000061,36.36500168,36.59000015,13782100
10/8/2020,37.34000015,37.83000183,36.95999908,37,12212400
10/9/2020,37.27000046,38.34999847,37.18999863,37.90999985,13172000
10/12/2020,36.25999832,37.56000137,36.17499924,37.56000137,16569400
10/13/2020,35.56000137,36.22999954,35.02000046,36.22000122,15463100
10/14/2020,35.11000061,36.09000015,35.07500076,35.68999863,15397200
10/15/2020,34.25999832,34.81000137,34.02000046,34.68000031,15443800
10/16/2020,33.72000122,34.79999924,33.61000061,34.77999878,14899700
10/19/2020,34.22000122,34.59000015,34,34.15999985,19278600
10/20/2020,36.31000137,36.75999832,34.52999878,34.52999878,29820700
10/21/2020,35.20000076,36.25,34.875,36.25,19058700
10/22/2020,36.70000076,36.88999939,34.91500092,35.41999817,14243600
10/23/2020,36.75,36.99000168,35.92399979,36.5,15960600
10/26/2020,35.49000168,36.74000168,35.11999893,36.5,12511700
10/27/2020,34.15999985,35.70000076,34.02000046,35.50999832,13692100
10/28/2020,33.65000153,33.65999985,32.90000153,33.61999893,15787900
10/29/2020,34.06000137,34.93500137,33.33000183,33.70999908,13735300
10/30/2020,33.40999985,34.38999939,33.15499878,33.90999985,13506200
11/2/2020,34.81000137,35.04999924,34.06000137,34.15000153,18350500
11/3/2020,35.77000046,36.15000153,35.15000153,35.27000046,16208800
11/4/2020,40.99000168,42.15000153,39,40.65999985,101818200
11/5/2020,41.95999908,42.04999924,40.00999832,40.33000183,34177600
11/6/2020,44.86999893,45.38000107,41.61999893,42.09000015,57670700
11/9/2020,48.18000031,49.61999893,47.29999924,48.00999832,61632300
11/10/2020,47,49.36000061,46.04499817,46.74000168,33079800
11/11/2020,46.22999954,47.52000046,45.90999985,46.72000122,19213700
11/12/2020,46.40000153,47.47000122,45.04999924,45.38999939,16251600
11/13/2020,47.61000061,47.79000092,45.93000031,47.11000061,15552400
11/16/2020,49.20999908,50.09000015,48.47999954,48.74000168,29301700
11/17/2020,48.88999939,49.61999893,48.5,48.72000122,16638300
11/18/2020,49.11000061,49.95000076,48.33000183,48.77000046,17783500
11/19/2020,49.25999832,49.90999985,48.65000153,49.09999847,13480300
11/20/2020,48.43000031,50.75,48.27000046,49.97999954,17330400
11/23/2020,50.04000092,50.88000107,48.50999832,48.65999985,17147100
11/24/2020,51.25999832,52.15000153,50.48400116,50.61999893,16216200
11/25/2020,50.79999924,51.45000076,49.91999817,51.27000046,11641600
11/27/2020,50.72000122,51.18999863,50.20000076,50.93000031,8339200
11/30/2020,49.65999985,51.00500107,48.52999878,50.22000122,17221500
12/1/2020,49.63000107,51.40999985,49.06999969,50,20605500
12/2/2020,53.09000015,53.45000076,48.52999878,49.25999832,30381500
12/3/2020,52.52000046,53.49000168,52.11999893,53.29999924,13122400
12/4/2020,54.86000061,54.86000061,52.70999908,52.70999908,22207900
12/7/2020,53.79999924,54.86999893,53.65000153,54.59000015,13764400
12/8/2020,53.00999832,54.22000122,52.34999847,52.40000153,26167300
12/9/2020,53.79000092,56.02000046,53.06000137,53.97999954,46777900
12/10/2020,54.34999847,54.61999893,51.29999924,52.33000183,20207700
12/11/2020,52.63000107,55.02500153,52.33000183,54.47000122,16817900
12/14/2020,51.45999908,53.43999863,51.24000168,53.27000046,19048500
12/15/2020,51,52.82500076,50.86999893,52.11999893,17504700
12/16/2020,50.49000168,51.68000031,50.29000092,51.18000031,19577800
12/17/2020,50.63000107,51.29999924,50.16999817,50.59000015,19688300
12/18/2020,50.61999893,50.95000076,49.52000046,50.81000137,24355200
12/21/2020,51.79999924,52.34999847,48.79000092,49,23562900
12/22/2020,53.77999878,54.36000061,51.91999817,52.11000061,23871800
